encoder,suite,seed,task_id,task_description,n_episodes,n_success,success_rate
siglip,libero_object,0,3,pick up the bbq sauce and place it in the basket,50,42,0.84
siglip,libero_object,0,4,pick up the ketchup and place it in the basket,50,46,0.92
siglip,libero_object,0,5,pick up the tomato sauce and place it in the basket,50,49,0.98
siglip,libero_object,0,6,pick up the butter and place it in the basket,50,41,0.82
siglip,libero_object,0,7,pick up the milk and place it in the basket,50,40,0.8
siglip,libero_object,0,8,pick up the chocolate pudding and place it in the basket,50,50,1.0
siglip,libero_object,0,9,pick up the orange juice and place it in the basket,50,50,1.0
siglip,libero_object,2,0,pick up the alphabet soup and place it in the basket,50,33,0.66
siglip,libero_object,2,1,pick up the cream cheese and place it in the basket,50,37,0.74
siglip,libero_object,2,2,pick up the salad dressing and place it in the basket,50,49,0.98
siglip,libero_object,2,3,pick up the bbq sauce and place it in the basket,50,45,0.9
siglip,libero_object,2,4,pick up the ketchup and place it in the basket,50,48,0.96
siglip,libero_object,2,5,pick up the tomato sauce and place it in the basket,50,46,0.92
siglip,libero_object,2,6,pick up the butter and place it in the basket,50,48,0.96
siglip,libero_object,2,7,pick up the milk and place it in the basket,50,37,0.74
siglip,libero_object,2,8,pick up the chocolate pudding and place it in the basket,50,49,0.98
siglip,libero_object,2,9,pick up the orange juice and place it in the basket,50,50,1.0
siglip,libero_object,1,0,pick up the alphabet soup and place it in the basket,50,48,0.96
siglip,libero_object,1,1,pick up the cream cheese and place it in the basket,50,42,0.84
siglip,libero_object,1,2,pick up the salad dressing and place it in the basket,50,50,1.0
siglip,libero_object,1,3,pick up the bbq sauce and place it in the basket,50,47,0.94
siglip,libero_object,1,4,pick up the ketchup and place it in the basket,50,48,0.96
siglip,libero_object,1,5,pick up the tomato sauce and place it in the basket,50,48,0.96
siglip,libero_object,1,6,pick up the butter and place it in the basket,50,45,0.9
siglip,libero_object,1,7,pick up the milk and place it in the basket,50,47,0.94
siglip,libero_object,1,8,pick up the chocolate pudding and place it in the basket,50,42,0.84
siglip,libero_object,1,9,pick up the orange juice and place it in the basket,50,43,0.86
siglip,libero_spatial,1,0,pick up the black bowl between the plate and the ramekin and place it on the plate,50,39,0.78
siglip,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,50,39,0.78
siglip,libero_spatial,1,2,pick up the black bowl from table center and place it on the plate,50,50,1.0
siglip,libero_spatial,1,3,pick up the black bowl on the cookie box and place it on the plate,50,42,0.84
siglip,libero_spatial,1,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,50,45,0.9
siglip,libero_spatial,1,5,pick up the black bowl on the ramekin and place it on the plate,50,29,0.58
siglip,libero_spatial,1,6,pick up the black bowl next to the cookie box and place it on the plate,50,47,0.94
siglip,libero_spatial,1,7,pick up the black bowl on the stove and place it on the plate,50,43,0.86
siglip,libero_spatial,1,8,pick up the black bowl next to the plate and place it on the plate,50,30,0.6
siglip,libero_spatial,1,9,pick up the black bowl on the wooden cabinet and place it on the plate,50,35,0.7
siglip,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,50,44,0.88
siglip,libero_spatial,0,1,pick up the black bowl next to the ramekin and place it on the plate,50,34,0.68
siglip,libero_spatial,0,2,pick up the black bowl from table center and place it on the plate,50,47,0.94
siglip,libero_spatial,0,3,pick up the black bowl on the cookie box and place it on the plate,50,44,0.88
siglip,libero_spatial,0,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,50,31,0.62
siglip,libero_spatial,0,5,pick up the black bowl on the ramekin and place it on the plate,50,40,0.8
siglip,libero_spatial,0,6,pick up the black bowl next to the cookie box and place it on the plate,50,42,0.84
siglip,libero_spatial,0,7,pick up the black bowl on the stove and place it on the plate,50,40,0.8
siglip,libero_spatial,0,8,pick up the black bowl next to the plate and place it on the plate,50,38,0.76
siglip,libero_spatial,0,9,pick up the black bowl on the wooden cabinet and place it on the plate,50,34,0.68
siglip,libero_spatial,2,0,pick up the black bowl between the plate and the ramekin and place it on the plate,50,44,0.88
siglip,libero_spatial,2,1,pick up the black bowl next to the ramekin and place it on the plate,50,38,0.76
siglip,libero_spatial,2,2,pick up the black bowl from table center and place it on the plate,50,47,0.94
siglip,libero_spatial,2,3,pick up the black bowl on the cookie box and place it on the plate,50,41,0.82
siglip,libero_spatial,2,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,50,37,0.74
siglip,libero_spatial,2,5,pick up the black bowl on the ramekin and place it on the plate,50,38,0.76
siglip,libero_spatial,2,6,pick up the black bowl next to the cookie box and place it on the plate,50,45,0.9
siglip,libero_spatial,2,7,pick up the black bowl on the stove and place it on the plate,50,43,0.86
siglip,libero_spatial,2,8,pick up the black bowl next to the plate and place it on the plate,50,38,0.76
siglip,libero_spatial,2,9,pick up the black bowl on the wooden cabinet and place it on the plate,50,39,0.78
vc1,libero_goal,0,0,open the middle drawer of the cabinet,50,48,0.96
vc1,libero_goal,0,1,put the bowl on the stove,50,49,0.98
vc1,libero_goal,0,2,put the wine bottle on top of the cabinet,50,50,1.0
vc1,libero_goal,0,3,open the top drawer and put the bowl inside,50,37,0.74
vc1,libero_goal,0,4,put the bowl on top of the cabinet,50,50,1.0
vc1,libero_goal,0,5,push the plate to the front of the stove,50,37,0.74
vc1,libero_goal,0,6,put the cream cheese in the bowl,50,27,0.54
vc1,libero_goal,0,7,turn on the stove,50,50,1.0
vc1,libero_goal,0,8,put the bowl on the plate,50,43,0.86
vc1,libero_goal,0,9,put the wine bottle on the rack,50,42,0.84
vc1,libero_goal,1,0,open the middle drawer of the cabinet,50,49,0.98
vc1,libero_goal,1,1,put the bowl on the stove,50,50,1.0
vc1,libero_goal,1,2,put the wine bottle on top of the cabinet,50,47,0.94
vc1,libero_goal,1,3,open the top drawer and put the bowl inside,50,36,0.72
vc1,libero_goal,1,4,put the bowl on top of the cabinet,50,48,0.96
vc1,libero_goal,1,5,push the plate to the front of the stove,50,41,0.82
vc1,libero_goal,1,6,put the cream cheese in the bowl,50,23,0.46
vc1,libero_goal,1,7,turn on the stove,50,50,1.0
vc1,libero_goal,1,8,put the bowl on the plate,50,44,0.88
vc1,libero_goal,1,9,put the wine bottle on the rack,50,42,0.84
vc1,libero_goal,2,0,open the middle drawer of the cabinet,50,46,0.92
vc1,libero_goal,2,1,put the bowl on the stove,50,49,0.98
vc1,libero_goal,2,2,put the wine bottle on top of the cabinet,50,49,0.98
vc1,libero_goal,2,3,open the top drawer and put the bowl inside,50,34,0.68
vc1,libero_goal,2,4,put the bowl on top of the cabinet,50,49,0.98
vc1,libero_goal,2,5,push the plate to the front of the stove,50,37,0.74
vc1,libero_goal,2,6,put the cream cheese in the bowl,50,20,0.4
vc1,libero_goal,2,7,turn on the stove,50,50,1.0
vc1,libero_goal,2,8,put the bowl on the plate,50,46,0.92
vc1,libero_goal,2,9,put the wine bottle on the rack,50,43,0.86
vc1,libero_object,0,0,pick up the alphabet soup and place it in the basket,50,47,0.94
vc1,libero_object,0,1,pick up the cream cheese and place it in the basket,50,30,0.6
vc1,libero_object,0,2,pick up the salad dressing and place it in the basket,50,50,1.0
vc1,libero_object,0,3,pick up the bbq sauce and place it in the basket,50,43,0.86
vc1,libero_object,0,4,pick up the ketchup and place it in the basket,50,46,0.92
vc1,libero_object,0,5,pick up the tomato sauce and place it in the basket,50,42,0.84
vc1,libero_object,0,6,pick up the butter and place it in the basket,50,44,0.88
vc1,libero_object,0,7,pick up the milk and place it in the basket,50,44,0.88
vc1,libero_object,0,8,pick up the chocolate pudding and place it in the basket,50,46,0.92
vc1,libero_object,0,9,pick up the orange juice and place it in the basket,50,48,0.96
vc1,libero_object,2,0,pick up the alphabet soup and place it in the basket,50,47,0.94
vc1,libero_object,2,1,pick up the cream cheese and place it in the basket,50,43,0.86
vc1,libero_object,2,2,pick up the salad dressing and place it in the basket,50,49,0.98
vc1,libero_object,2,3,pick up the bbq sauce and place it in the basket,50,46,0.92
vc1,libero_object,2,4,pick up the ketchup and place it in the basket,50,43,0.86
vc1,libero_object,2,5,pick up the tomato sauce and place it in the basket,50,44,0.88
vc1,libero_object,2,6,pick up the butter and place it in the basket,50,48,0.96
vc1,libero_object,2,7,pick up the milk and place it in the basket,50,42,0.84
vc1,libero_object,2,8,pick up the chocolate pudding and place it in the basket,50,48,0.96
vc1,libero_object,2,9,pick up the orange juice and place it in the basket,50,47,0.94
vc1,libero_object,1,0,pick up the alphabet soup and place it in the basket,50,47,0.94
vc1,libero_object,1,1,pick up the cream cheese and place it in the basket,50,28,0.56
vc1,libero_object,1,2,pick up the salad dressing and place it in the basket,50,48,0.96
vc1,libero_object,1,3,pick up the bbq sauce and place it in the basket,50,41,0.82
vc1,libero_object,1,4,pick up the ketchup and place it in the basket,50,32,0.64
vc1,libero_object,1,5,pick up the tomato sauce and place it in the basket,50,47,0.94
vc1,libero_object,1,6,pick up the butter and place it in the basket,50,49,0.98
vc1,libero_object,1,7,pick up the milk and place it in the basket,50,33,0.66
vc1,libero_object,1,8,pick up the chocolate pudding and place it in the basket,50,44,0.88
vc1,libero_object,1,9,pick up the orange juice and place it in the basket,50,46,0.92
vc1,libero_spatial,1,0,pick up the black bowl between the plate and the ramekin and place it on the plate,50,43,0.86
vc1,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,50,34,0.68
vc1,libero_spatial,1,2,pick up the black bowl from table center and place it on the plate,50,44,0.88
vc1,libero_spatial,1,3,pick up the black bowl on the cookie box and place it on the plate,50,42,0.84
vc1,libero_spatial,1,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,50,25,0.5
vc1,libero_spatial,1,5,pick up the black bowl on the ramekin and place it on the plate,50,40,0.8
vc1,libero_spatial,1,6,pick up the black bowl next to the cookie box and place it on the plate,50,41,0.82
vc1,libero_spatial,1,7,pick up the black bowl on the stove and place it on the plate,50,43,0.86
vc1,libero_spatial,1,8,pick up the black bowl next to the plate and place it on the plate,50,34,0.68
vc1,libero_spatial,1,9,pick up the black bowl on the wooden cabinet and place it on the plate,50,29,0.58
vc1,libero_spatial,0,0,pick up the black bowl between the plate and the ramekin and place it on the plate,50,39,0.78
vc1,libero_spatial,0,1,pick up the black bowl next to the ramekin and place it on the plate,50,34,0.68
vc1,libero_spatial,0,2,pick up the black bowl from table center and place it on the plate,50,46,0.92
vc1,libero_spatial,0,3,pick up the black bowl on the cookie box and place it on the plate,50,46,0.92
vc1,libero_spatial,0,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,50,30,0.6
vc1,libero_spatial,0,5,pick up the black bowl on the ramekin and place it on the plate,50,29,0.58
vc1,libero_spatial,0,6,pick up the black bowl next to the cookie box and place it on the plate,50,40,0.8
vc1,libero_spatial,0,7,pick up the black bowl on the stove and place it on the plate,50,44,0.88
vc1,libero_spatial,0,8,pick up the black bowl next to the plate and place it on the plate,50,24,0.48
vc1,libero_spatial,0,9,pick up the black bowl on the wooden cabinet and place it on the plate,50,29,0.58
vc1,libero_spatial,2,0,pick up the black bowl between the plate and the ramekin and place it on the plate,50,34,0.68
vc1,libero_spatial,2,1,pick up the black bowl next to the ramekin and place it on the plate,50,39,0.78
vc1,libero_spatial,2,2,pick up the black bowl from table center and place it on the plate,50,43,0.86
vc1,libero_spatial,2,3,pick up the black bowl on the cookie box and place it on the plate,50,43,0.86
vc1,libero_spatial,2,4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,50,33,0.66
vc1,libero_spatial,2,5,pick up the black bowl on the ramekin and place it on the plate,50,34,0.68
vc1,libero_spatial,2,6,pick up the black bowl next to the cookie box and place it on the plate,50,42,0.84
vc1,libero_spatial,2,7,pick up the black bowl on the stove and place it on the plate,50,37,0.74
vc1,libero_spatial,2,8,pick up the black bowl next to the plate and place it on the plate,50,30,0.6
vc1,libero_spatial,2,9,pick up the black bowl on the wooden cabinet and place it on the plate,50,27,0.54
